Timestamp,V A-N,V B-N,V C-N,V A-B,V B-C,V C-A,I A,I B,I C,I Neutral,"VA, Phase A","VA, Phase B","VA, Phase C","VAR, Phase A","VAR, Phase B","VAR, Phase C","W, Phase A","W, Phase B","W, Phase C","VA, Total","VAR, Total","W, Total","PF, Phase A","PF, Phase B","PF, Phase C","PF, Total",Current Unbalance,"Wh, (Q1+Q4)","Wh, (Q2+Q3)",Wh-Net*,"Wh, Total","VARh, (Q1+Q2)","VARh, (Q3+Q4)","VARh, Net","VARh, Total",Frequency,"V A-N or V A-B, %THD",V B-N %THD,V C-N or V C-B %THD,"I A, %THD","I B, %THD","I C, %THD","I A, %TDD","I B, %TDD","I C, %TDD"
02/12/2022 22:30:00,247.28126525878906,428.1273193359375,247.3968505859375,494.42816162109375,494.5400390625,494.75830078125,63.629234313964844,45.44685363769531,27.92447853088379,18.2147216796875,15736.55859375,19447.59375,6916.39404296875,-8182.1875,10167.5,4989.21875,13442.0712890625,16578.11328125,4790.08154296875,35502.5,6974.53125,34810.265625,0.8541301488876343,0.8527538180351257,0.6923901438713074,0.980559766292572,3933,870,0,870,870,176,0,176,176,59.98311996459961,3.44,3.22,3.44,51.37,55.92,53.57,14.54,11.09,6.59
02/12/2022 22:45:00,247.8230743408203,429.1753845214844,247.96609497070312,495.32366943359375,495.4143981933594,495.5059814453125,63.40591049194336,45.421836853027344,27.96200180053711,18.22021484375,15715.0234375,19499.197265625,6932.931640625,-8188.4375,10201.5625,5006.25,13413.1640625,16617.626953125,4796.09375,35527.5,7019.375,34826.8828125,0.853524923324585,0.8522210717201233,0.6917843818664551,0.9802796244621277,3906,870,0,870,870,175,0,175,175,59.99232482910156,3.69,3.57,3.72,51.29,56.11,53.94,14.46,11.1,6.63
02/12/2022 23:00:00,248.03704833984375,429.4772033691406,248.16807556152344,495.9881591796875,496.07574462890625,496.1355285644531,63.3251953125,45.375274658203125,27.872798919677734,18.1304931640625,15712.3876953125,19494.3515625,6921.345703125,-8182.1875,10188.75,4987.34375,13413.791015625,16619.849609375,4799.12158203125,35527.5,6993.90625,34832.765625,0.853708028793335,0.8525469899177551,0.693379819393158,0.9804450869560242,3910,871,0,871,871,176,0,176,176,60.02644348144531,3.76,3.65,3.78,50.97,56.23,53.98,14.37,11.12,6.61
02/12/2022 23:15:00,248.2680206298828,429.68115234375,248.36305236816406,496.4010009765625,496.4895324707031,496.70562744140625,63.27324295043945,45.328575134277344,27.958850860595703,18.2318115234375,15707.759765625,19481.3046875,6945.806640625,-8186.875,10206.25,5017.34375,13405.5849609375,16593.833984375,4803.24853515625,35507.5,7036.71875,34802.66796875,0.853437066078186,0.8517825603485107,0.6915321350097656,0.9801498055458069,3900,870,0,870,870,176,0,176,176,60.01716613769531,3.83,3.71,3.86,51.38,56.35,54.38,14.45,11.12,6.67
02/12/2022 23:30:00,248.5600128173828,430.34521484375,248.6990203857422,497.0107421875,497.0978698730469,497.33685302734375,63.454734802246094,45.42802810668945,27.842670440673828,18.2061767578125,15778.5166015625,19534.4921875,6929.50634765625,-8221.875,10325.0,5015.15625,13466.990234375,16582.853515625,4781.84423828125,35551.25,7118.28125,34831.6875,0.8535016179084778,0.8489012122154236,0.6900699734687805,0.9797598123550415,3923,871,0,871,871,176,0,176,176,60.03104019165039,3.74,3.62,3.75,51.27,56.87,54.4,14.47,11.22,6.65
02/12/2022 23:45:00,249.01290893554688,430.74517822265625,249.14134216308594,498.1648254394531,498.2550964355469,498.5812683105469,63.53715515136719,45.19668197631836,27.911808013916016,18.4326171875,15798.466796875,19486.646484375,6961.00146484375,-8242.8125,10296.875,5024.0625,13477.7451171875,16544.0,4818.111328125,35551.25,7078.125,34839.859375,0.8531046509742737,0.8489916324615479,0.6921578049659729,0.9799897074699402,3949,871,0,871,871,178,0,178,178,59.99824523925781,3.82,3.7,3.85,51.77,57.11,54.3,14.53,11.2,6.66
03/12/2022 00:00:00,249.3651580810547,430.9330749511719,249.50332641601562,497.8816223144531,497.9638671875,498.8515625,63.77666091918945,44.987388610839844,27.87399673461914,18.6138916015625,15908.03515625,19390.041015625,6955.31787109375,-8266.25,10307.5,4996.875,13591.671875,16423.48046875,4838.09912109375,35556.25,7038.125,34853.25,0.8545364737510681,0.8469118475914001,0.695773720741272,0.9801775217056274,4003,871,0,871,871,177,0,177,177,60.01237106323242,3.72,3.66,3.76,51.83,57.18,54.48,14.67,11.16,6.66
03/12/2022 00:15:00,250.0977783203125,431.9197998046875,250.2389373779297,498.77191162109375,498.8499450683594,499.9752197265625,63.40238571166992,44.819496154785156,27.940963745117188,18.7811279296875,15853.98828125,19353.36328125,6989.119140625,-8336.875,10157.5,5038.75,13484.9501953125,16473.591796875,4843.44921875,35471.25,6859.375,34801.98828125,0.8505714535713196,0.8512004017829895,0.6929985284805298,0.9811323285102844,3969,871,0,871,871,172,0,172,172,59.96660232543945,3.9,3.81,4.08,52.63,56.62,54.45,14.76,11.04,6.68
03/12/2022 00:30:00,250.1710968017578,431.9284362792969,250.25820922851562,499.1683044433594,499.2712097167969,500.3663330078125,63.58155059814453,44.74139404296875,27.812232971191406,18.9593505859375,15913.75,19328.267578125,6964.69970703125,-8320.9375,10176.5625,5009.0625,13565.1025390625,16432.3515625,4839.0966796875,35506.25,6864.6875,34836.55078125,0.8524401187896729,0.8501930236816406,0.6951037645339966,0.981164276599884,4011,870,0,870,870,172,0,172,172,60.0221061706543,3.8,3.7,3.86,51.95,56.52,54.54,14.65,11.0,6.65
03/12/2022 00:45:00,249.63685607910156,432.64996337890625,249.801025390625,499.3474426269531,499.4266052246094,499.3177185058594,63.212074279785156,45.32426834106445,27.64856719970703,18.243408203125,15779.099609375,19612.654296875,6911.07666015625,-8309.6875,10286.875,5007.96875,13413.677734375,16698.513671875,4762.63134765625,35567.5,6985.15625,34874.82421875,0.8500171303749084,0.8514769673347473,0.6892209053039551,0.9805808067321777,3925,872,0,872,872,174,0,174,174,59.99165725708008,3.92,3.79,4.13,51.91,56.1,55.28,14.56,11.08,6.68
